Name,Duration,Date Added,Video ID,Status,desktop_mp4 URL,desktop_webm URL,mobile_low URL,youtube URL
edX_000000000000.mp4,134.14,2017-04-21T05:43:48+00:00,90b9e2a3-bf5e-42f9-a6e5-0323779e4790,Ready,https://d2f1egay8yehza.cloudfront.net/MSXD50132017-V000900_DTH.mp4,,https://d2f1egay8yehza.cloudfront.net/MSXD50132017-V000900_MB2.mp4,gXDEfdLxy-g
